SchoolName,Location_Code,District,Zip,Economic_Need_Index,School_Income_Estimate,Minorities,Black_or_Hispanic,Percent Hispanic,White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction,Collaborative_Teachers,Supportive_Environment,Effective_School_Leadership,Strong_Family-Community_Ties,Trust,Average_ELA_Proficiency,Average_Math_Proficiency,ELAPassRate,ELApass,ELAWhiteRate,MathTesters,Mathpass,Mathpassrate,MathWhitePass,ELA_limited_pass,ELA_eco_pass,Math_limited_pass,Math_eco_pass,Latitude,Longitude
J.H.S._62_DITMAS,2K62,2,11218,0.741,,0.87,0.55,0.31,0.13,0.95,0.12,0.89,0.9,0.87,0.84,0.74,0.92,2.41,2.46,0.81,74,,972,99,0.12,0.61,,0.797,0.2,0.879,40.638574,-73.97124
P.S._69_VINCENT_D._GRIPPO_SCHOOL,2K69,2,1122,0.823,42684.18,0.96,0.05,0.05,0.4,0.98,0.4,0.93,0.95,0.95,0.85,0.82,0.97,2.82,3.32,0.171,76,,457,187,0.49,0.16,0.13,0.487,0.16,0.358,40.63239,-74.009637
P.S._12_THE_BAYVIEW,2K12,2,1129,0.536,57954.82,0.44,0.27,0.25,0.56,0.96,0.1,0.94,0.93,0.95,0.86,0.83,0.94,2.88,3.2,0.233,149,0.644,657,21,0.32,0.6,,0.389,0.14,0.443,40.634338,-74.028923
P.S./I.S._14_THE_FORT_HAMILTON_SCHOOL,2K14,2,1129,0.523,57526.2,0.53,0.28,0.25,0.47,0.96,0.1,0.92,0.93,0.86,0.85,0.78,0.93,2.82,3.9,0.178,149,0.436,852,237,0.278,0.468,,0.51,0.4,0.515,40.618025,-74.028588
P.S._15_THE_BLYTHEBOURNE,2K15,2,11219,0.86,3752.2,0.97,0.05,0.04,0.3,0.99,0.2,0.9,0.88,0.92,0.83,0.85,0.93,2.71,3.44,0.137,11,,836,391,0.468,0.13,,0.79,0.192,0.683,40.633244,-74.003507
P.S._112_LEFFERTS_PARK,2K112,2,11228,0.723,48426.22,0.72,0.31,0.31,0.28,0.96,0.12,0.94,0.91,0.93,0.87,0.8,0.95,2.84,2.98,0.17,47,0.85,288,68,0.236,0.26,,0.638,0.15,0.647,40.619415,-74.000572
P.S._127_MCKINLEY_PARK,2K127,2,11228,0.566,6471.9,0.54,0.22,0.22,0.46,0.95,0.13,0.95,0.92,0.97,0.9,0.84,0.94,2.8,2.97,0.135,34,0.76,256,67,0.262,0.612,,0.441,0.6,0.746,40.623807,-74.018575
P.S._16_WILLIAM_T._SAMPSON,2K16,2,11219,0.832,35558.78,0.96,0.11,0.1,0.4,0.97,0.5,0.94,0.93,0.95,0.87,0.82,0.96,2.69,3.25,0.113,67,,618,27,0.335,,0.3,0.642,0.275,0.628,40.636935,-73.999073
P.S._163_BATH_BEACH,2K163,2,11214,0.655,55697.95,0.62,0.33,0.32,0.38,0.96,0.12,0.95,0.97,0.94,0.9,0.83,0.96,2.69,3.7,0.144,64,0.46,457,18,0.236,0.287,,0.719,0.19,0.694,40.606594,-74.007612
P.S._164_CAESAR_RODNEY,2K164,2,11219,0.854,347.76,0.86,0.52,0.5,0.14,0.96,0.9,0.94,0.96,0.98,0.9,0.86,0.98,2.5,2.8,0.86,2,0.5,234,41,0.175,0.49,,0.85,0.24,0.78,40.637173,-73.985845
RALPH_A._FABRIZIO_SCHOOL,2K17,2,1129,0.747,516.25,0.66,0.2,0.19,0.34,0.96,0.9,0.96,0.97,0.97,0.91,0.83,0.97,2.67,3.12,0.14,52,0.346,527,129,0.245,0.248,0.19,0.827,0.85,0.915,40.63037,-74.018707
P.S._176_OVINGTON,2K176,2,11219,0.696,49261.36,0.85,0.21,0.21,0.15,0.97,0.5,0.95,0.95,0.96,0.89,0.82,0.96,2.98,3.41,0.218,167,0.54,778,339,0.436,0.27,0.12,0.796,0.65,0.85,40.624759,-74.005074
P.S._179_KENSINGTON,2K179,2,11218,0.834,39598.5,0.85,0.28,0.25,0.15,0.93,0.23,0.96,0.86,0.96,0.78,0.78,0.91,2.39,2.51,0.44,17,0.235,41,29,0.71,0.34,,0.647,0.34,0.724,40.64022,-73.977267
THE_SEEALL_ACADEMY,2K18,2,1124,0.76,3939.34,0.73,0.29,0.28,0.27,0.97,0.9,0.93,0.94,0.86,0.89,0.8,0.93,2.74,3.3,0.15,112,0.17,725,22,0.279,0.149,,0.83,0.15,0.881,40.62659,-73.989464
P.S._185_WALTER_KASSENBROCK,2K185,2,1129,0.361,63542.7,0.27,0.17,0.16,0.73,0.95,0.1,0.93,0.98,0.98,0.92,0.86,0.97,2.9,3.11,0.226,74,0.784,334,17,0.32,0.738,,0.243,0.9,0.29,40.623635,-74.033492
P.S._186_DR._IRVING_A_GLADSTONE,2K186,2,11214,0.659,4695.81,0.67,0.27,0.27,0.33,0.96,0.9,0.92,0.85,0.94,0.79,0.83,0.88,2.81,3.15,0.172,76,0.382,463,14,0.32,0.37,0.26,0.382,0.71,0.486,40.611106,-73.994593
THE_CHRISTA_MCAULIFFE_SCHOOL\I.S._187,2K187,2,11219,0.48,,0.76,0.07,0.06,0.24,0.98,0.2,0.92,0.91,0.92,0.9,0.76,0.93,3.83,4.19,0.752,712,0.233,942,877,0.931,0.228,,0.59,,0.63,40.627847,-74.004003
P.S._192_-_THE_MAGNET_SCHOOL_FOR_MATH_AND_SCIENCE_INQUIRY,2K192,2,1124,0.8,4627.41,0.74,0.53,0.52,0.26,0.94,0.16,0.9,0.89,0.89,0.78,0.81,0.9,2.46,2.59,0.127,46,0.261,369,56,0.152,0.232,0.22,0.69,0.18,0.67,40.628989,-73.979862
P.S._2_BENSON_SCHOOL,2K2,2,11214,0.642,46434.53,0.57,0.22,0.21,0.43,0.95,0.15,0.89,0.82,0.92,0.76,0.79,0.9,2.76,3.13,0.129,8,0.575,641,171,0.267,0.532,,0.55,0.18,0.561,40.602902,-74.001826
J.H.S._21_THE_DYKER_HEIGHTS,2K21,2,11228,0.558,,0.61,0.14,0.14,0.39,0.97,0.7,0.92,0.94,0.88,0.87,0.7,0.94,3.13,3.36,0.28,391,0.345,1333,513,0.385,0.244,0.3,0.693,0.16,0.717,40.618745,-74.01331
P.S._24_VINCE_LOMBARDI,2K24,2,11228,0.543,56876.96,0.7,0.19,0.19,0.3,0.96,0.9,0.94,0.94,0.96,0.85,0.81,0.96,2.93,3.23,0.225,121,0.289,554,213,0.384,0.192,,0.57,0.33,0.648,40.61368,-74.006356
P.S._25_CLARION,2K25,2,1124,0.665,4664.64,0.77,0.21,0.2,0.23,0.96,0.11,0.88,0.86,0.92,0.76,0.8,0.85,2.85,3.17,0.143,69,0.145,498,178,0.357,0.11,,0.435,0.17,0.461,40.614826,-73.986999
J.H.S._22_JOHN_J._PERSHING,2K22,2,1122,0.828,,0.94,0.45,0.44,0.6,0.95,0.12,0.83,0.8,0.82,0.77,0.67,0.87,2.42,2.81,0.84,17,0.93,132,33,0.25,0.33,0.9,0.71,0.261,0.673,40.640773,-74.000808
J.H.S._223_THE_MONTAUK,2K223,2,1124,0.792,,0.93,0.31,0.27,0.7,0.96,0.12,0.85,0.88,0.86,0.82,0.72,0.9,2.43,2.89,0.8,7,0.14,923,232,0.251,0.52,0.14,0.943,0.168,0.94,40.634787,-73.981631
J.H.S._227_EDWARD_B._SHALLOW,2K227,2,1124,0.731,,0.84,0.25,0.24,0.16,0.96,0.11,0.85,0.87,0.85,0.78,0.68,0.91,2.49,2.83,0.93,112,,1295,225,0.174,,,0.768,0.76,0.853,40.621845,-73.995529
P.S._229_DYKER,2K229,2,11228,0.385,7641.62,0.68,0.13,0.11,0.32,0.97,0.8,0.9,0.88,0.87,0.76,0.8,0.89,3.11,3.44,0.278,22,0.37,76,336,0.476,0.256,,0.421,0.6,0.485,40.610577,-74.013301
P.S._247_BROOKLYN,2K247,2,1124,0.613,4765.34,0.63,0.15,0.14,0.37,0.96,0.1,0.89,0.9,0.92,0.79,0.82,0.95,2.93,3.44,0.193,7,0.343,373,144,0.386,0.319,,0.514,0.28,0.514,40.612249,-73.987219
J.H.S._259_WILLIAM_MCKINLEY,2K259,2,11228,0.622,,0.68,0.23,0.22,0.32,0.96,0.12,0.95,0.96,0.89,0.91,0.69,0.94,2.92,3.28,0.259,45,0.284,159,649,0.48,0.222,0.2,0.691,0.37,0.747,40.626227,-74.014758
P.S._264_BAY_RIDGE_ELEMENTARY_SCHOOL_FOR_THE_ARTS,2K264,2,1129,0.566,58345.88,0.5,0.37,0.35,0.5,0.96,0.9,0.95,0.91,0.97,0.9,0.84,0.93,2.61,3.2,0.186,38,0.658,29,46,0.22,0.5,,0.395,0.43,0.391,40.621006,-74.029639
THE_SCHOOL_FOR_FUTURE_LEADERS,2K31,2,11219,0.841,42189.81,0.94,0.08,0.08,0.6,0.98,0.3,0.93,0.97,0.95,0.93,0.95,0.99,2.79,3.48,0.181,41,,232,19,0.47,,0.98,,0.193,,40.632148,-74.00754
P.S._53:_THE_SCHOOL_OF_DISCOVERY,2K53,2,1122,0.881,39645.76,0.96,0.77,0.76,0.4,0.95,0.13,0.81,0.88,0.89,0.85,0.87,0.93,2.24,2.5,0.4,2,,512,56,0.19,,0.1,0.45,0.196,0.696,40.641937,-74.019313
P.S._56:_THE_SCHOOL_OF_JOURNALISM_&_TECHNOLOGY,2K56,2,1122,0.823,3936.37,0.96,0.66,0.65,0.4,0.95,0.12,0.91,0.93,0.93,0.85,0.82,0.95,2.46,2.75,0.77,29,,383,73,0.191,,,0.31,0.55,0.973,40.641937,-74.019313
URBAN_ASSEMBLY_SCHOOL_FOR_CRIMINAL_JUSTICE,2K69,2,1124,0.71,,0.88,0.4,0.19,0.12,0.94,0.21,0.87,0.89,0.88,0.85,0.73,0.9,2.66,2.58,0.137,24,0.42,166,17,0.12,0.59,,0.667,,0.471,40.634787,-73.981631
THE_ACADEMY_OF_TALENTED_SCHOLARS,2K682,2,11218,0.379,51628.8,0.37,0.18,0.14,0.63,0.95,0.1,0.93,0.94,0.97,0.86,0.93,0.96,3.1,3.47,0.268,42,0.595,157,62,0.395,0.629,,0.381,,0.371,40.607008,-73.986852
BROOKLYN_SCHOOL_OF_INQUIRY,2K686,2,11218,0.29,65859.29,0.29,0.1,0.05,0.71,0.96,0.5,0.91,0.97,0.94,0.95,0.9,0.95,3.47,3.68,0.467,147,0.687,314,22,0.71,0.686,,0.156,,0.177,40.607008,-73.986852
P.S._748_BROOKLYN_SCHOOL_FOR_GLOBAL_SCHOLARS,2K748,2,11214,0.525,52977.43,0.62,0.21,0.21,0.38,0.96,0.8,0.98,0.96,0.98,0.93,0.83,0.95,3.39,3.72,0.238,65,0.169,273,161,0.59,0.224,0.15,0.446,0.12,0.59,40.606942,-74.007327
"SCHOOL_OF_MATH,_SCIENCE,_AND_HEALTHY_LIVING",2K971,2,1122,0.793,3653.11,0.94,0.4,0.39,0.6,0.97,0.5,0.95,0.85,0.96,0.78,0.83,0.9,2.32,2.88,0.72,13,,191,3,0.157,,,0.615,0.1,0.733,40.639505,-74.020291
P.S._9_EDNA_COHEN_SCHOOL,21K9,21,11224,0.839,379.21,0.85,0.72,0.59,0.15,0.92,0.31,0.82,0.81,0.9,0.78,0.82,0.84,2.39,2.62,0.7,18,0.278,259,39,0.151,0.231,,0.5,,0.641,40.578198,-73.980151
P.S._95_THE_GRAVESEND,21K95,21,11223,0.695,4295.15,0.78,0.48,0.39,0.22,0.94,0.19,0.97,0.95,0.97,0.9,0.82,0.94,2.76,2.95,0.177,84,0.357,486,153,0.315,0.346,,0.464,0.52,0.53,40.595711,-73.975173
I.S._96_SETH_LOW,21K96,21,1124,0.73,,0.73,0.38,0.28,0.27,0.93,0.21,0.9,0.93,0.85,0.89,0.74,0.93,2.45,2.58,0.74,38,0.184,582,94,0.162,0.16,,0.658,0.138,0.67,40.608043,-73.984972
P.S._97_THE_HIGHLAWN,21K97,21,11223,0.571,46192.81,0.71,0.21,0.2,0.29,0.96,0.1,0.89,0.9,0.96,0.88,0.81,0.95,2.78,3.21,0.193,75,0.24,47,125,0.37,0.184,,0.413,0.32,0.44,40.601211,-73.98564
I.S._98_BAY_ACADEMY,21K98,21,11235,0.445,,0.41,0.13,0.1,0.59,0.96,0.8,0.94,0.96,0.89,0.91,0.7,0.94,3.47,3.8,0.51,726,0.598,1448,91,0.628,0.58,,0.563,0.2,0.555,40.583765,-73.954016
P.S._99_ISAAC_ASIMOV,21K99,21,1123,0.695,3738.11,0.68,0.26,0.18,0.32,0.92,0.28,0.99,1,0.96,0.96,0.8,0.97,2.62,2.86,0.1,5,0.44,499,111,0.222,0.414,,0.42,0.27,0.45,40.621492,-73.966006
P.S._1_THE_CONEY_ISLAND_SCHOOL,21K1,21,11229,0.47,37867.4,0.15,0.1,0.06,0.85,0.94,0.14,0.96,0.96,0.96,0.87,0.8,0.91,2.97,3.28,0.237,71,0.93,39,18,0.35,0.935,0.14,0.48,0.19,0.417,40.577556,-73.970791
P.S._11_THE_VERRAZANO,21K11,21,11214,0.615,46794.68,0.73,0.2,0.19,0.27,0.96,0.8,0.93,0.96,0.97,0.91,0.82,0.98,2.85,3.27,0.256,114,0.228,457,156,0.341,0.25,,0.526,0.26,0.468,40.597535,-73.991912
P.S._121_NELSON_A._ROCKEFELLER,21K121,21,1124,0.682,47519.85,0.65,0.45,0.42,0.35,0.95,0.14,0.93,0.94,0.87,0.91,0.83,0.94,2.68,2.95,0.12,18,0.444,181,26,0.144,0.192,,0.444,0.38,0.577,40.622876,-73.978774
P.S._128_BENSONHURST,21K128,21,11214,0.679,43689.16,0.49,0.19,0.18,0.51,0.96,0.1,0.89,0.9,0.94,0.82,0.78,0.93,2.45,2.8,0.6,12,0.417,212,26,0.123,0.269,,0.917,0.115,0.846,40.604994,-73.995134
P.S._153_HOMECREST,21K153,21,11229,0.687,4559.44,0.66,0.36,0.33,0.34,0.95,0.15,0.94,0.91,0.97,0.84,0.81,0.91,2.6,2.85,0.11,24,0.583,241,45,0.187,0.467,,0.542,0.44,0.6,40.601174,-73.960031
P.S._177_THE_MARLBORO,21K177,21,1124,0.723,45242.71,0.61,0.34,0.33,0.39,0.95,0.18,0.92,0.89,0.95,0.83,0.8,0.9,2.53,2.85,0.111,5,0.44,468,85,0.182,0.435,,0.48,0.12,0.565,40.608431,-73.974412
P.S._188_MICHAEL_E._BERDY,21K188,21,11224,0.885,26217.74,0.91,0.86,0.35,0.9,0.9,0.4,0.87,0.82,0.89,0.73,0.82,0.89,2.27,2.46,0.25,6,,242,17,0.7,,,0.5,0.176,0.765,40.576776,-74.000539
P.S._199_FREDERICK_WACHTEL,21K199,21,1123,0.73,4233.93,0.52,0.31,0.27,0.48,0.94,0.15,0.95,0.94,0.98,0.86,0.86,0.96,2.8,3.8,0.93,2,0.4,222,49,0.221,0.531,,0.75,0.61,0.755,40.616567,-73.963134
P.S._29_MARGARET_MEAD,21K29,21,11235,0.599,51896.27,0.58,0.27,0.23,0.42,0.94,0.18,0.93,0.94,0.91,0.81,0.81,0.93,2.64,2.82,0.131,5,0.44,379,65,0.172,0.477,,0.72,,0.662,40.58677,-73.961478
P.S._212_LADY_DEBORAH_MOODY,21K212,21,11214,0.762,34549.16,0.82,0.48,0.33,0.18,0.93,0.28,0.91,0.89,0.96,0.78,0.79,0.92,2.63,2.7,0.81,23,0.217,292,41,0.14,0.195,,0.87,0.122,0.854,40.587495,-73.985611
P.S._215_MORRIS_H._WEISS,21K215,21,11223,0.515,45832.34,0.53,0.29,0.26,0.47,0.94,0.19,0.98,0.96,0.97,0.91,0.8,0.92,2.95,3.28,0.292,126,0.54,434,172,0.396,0.488,,0.437,0.23,0.488,40.602465,-73.970072
P.S._216_ARTURO_TOSCANINI,21K216,21,11223,0.521,42871.4,0.48,0.23,0.18,0.52,0.95,0.14,0.88,0.92,0.93,0.84,0.84,0.96,2.69,2.84,0.118,32,0.719,278,32,0.115,0.719,,0.563,0.31,0.625,40.590181,-73.969661
P.S._K225_-_THE_EILEEN_E._ZAGLIN,21K225,21,11235,0.684,36586.39,0.58,0.4,0.37,0.42,0.93,0.24,0.92,0.89,0.87,0.85,0.76,0.92,2.51,2.64,0.97,6,0.583,678,82,0.121,0.622,0.33,0.5,0.134,0.427,40.57981,-73.95601
P.S._226_ALFRED_DE_B.MASON,21K226,21,1124,0.692,4758.63,0.62,0.33,0.31,0.38,0.95,0.11,0.95,0.93,0.92,0.85,0.82,0.93,2.72,2.89,0.163,95,0.55,578,125,0.216,0.432,,0.747,0.4,0.752,40.615326,-73.976944
I.S._228_DAVID_A._BOODY,21K228,21,11223,0.636,,0.64,0.34,0.26,0.36,0.95,0.16,0.92,0.94,0.88,0.89,0.74,0.93,2.62,2.8,0.114,143,0.49,127,187,0.155,0.326,,0.748,0.21,0.82,40.600816,-73.976838
P.S._238_ANNE_SULLIVAN,21K238,21,11223,0.8,4476.9,0.78,0.61,0.56,0.22,0.94,0.18,0.88,0.91,0.89,0.77,0.82,0.92,2.42,2.49,0.64,19,0.211,289,12,0.42,0.167,,0.684,,0.583,40.608787,-73.964587
MARK_TWAIN_I.S._239_FOR_THE_GIFTED_&_TALENTED,21K239,21,11224,0.311,,0.46,0.12,0.05,0.54,0.96,0.7,0.88,0.89,0.87,0.86,0.73,0.91,3.53,3.71,0.536,632,0.532,1136,726,0.639,0.5,,0.244,,0.267,40.57866,-73.992391
P.S._253,21K253,21,11235,0.8,32595.45,0.8,0.41,0.41,0.2,0.95,0.14,0.99,0.98,0.97,0.95,0.84,0.98,2.56,2.97,0.96,36,,384,91,0.237,,,0.639,0.55,0.758,40.580084,-73.961946
I.S._281_JOSEPH_B_CAVALLARO,21K281,21,11214,0.631,,0.69,0.29,0.22,0.31,0.94,0.19,0.81,0.78,0.81,0.65,0.69,0.81,2.72,2.97,0.136,145,0.421,1124,265,0.236,0.272,0.7,0.73,0.68,0.725,40.594445,-73.993819
P.S._288_THE_SHIRLEY_TANYHILL,21K288,21,11224,0.912,22422.66,0.93,0.9,0.36,0.7,0.89,0.46,0.83,0.86,0.8,0.82,0.81,0.89,2.19,2.2,0.31,1,,332,7,0.21,,,0.3,,0.857,40.57427,-73.992477
I.S._33_HERBERT_S._EISENBERG,21K33,21,11224,0.73,,0.67,0.46,0.34,0.33,0.93,0.23,0.87,0.83,0.88,0.76,0.74,0.86,2.64,2.74,0.94,45,0.4,437,3,0.69,0.5,,0.556,0.233,0.633,40.58241,-73.972436
P.S._329_SURFSIDE,21K329,21,11224,0.885,22533.91,0.93,0.86,0.27,0.7,0.92,0.3,0.83,0.79,0.77,0.69,0.81,0.81,2.34,2.33,0.72,14,,195,1,0.51,,,0.786,,0.9,40.574839,-73.995807
KINGSBOROUGH_EARLY_COLLEGE_SCHOOL,21K468,21,11214,0.564,,0.6,0.51,0.27,0.4,0.93,0.21,0.94,0.98,0.77,0.95,0.72,0.91,2.61,2.65,0.118,26,0.38,197,14,0.71,0.357,,0.88,,0.786,40.593624,-73.986144
BROOKLYN_STUDIO_SECONDARY_SCHOOL,21K69,21,11214,0.68,,0.51,0.33,0.29,0.49,0.95,0.16,0.85,0.75,0.82,0.69,0.67,0.78,2.77,2.67,0.46,9,0.444,23,19,0.94,0.474,,0.667,0.211,0.632,40.604847,-73.994746
J.H.S._14_SHELL_BANK,22K14,22,11235,0.78,,0.76,0.64,0.17,0.24,0.92,0.29,0.86,0.91,0.8,0.86,0.71,0.92,2.32,2.41,0.41,19,0.211,495,35,0.71,0.4,,0.895,0.57,0.971,40.593516,-73.938193
P.S._52_SHEEPSHEAD_BAY,22K52,22,11235,0.57,53239.96,0.47,0.29,0.15,0.53,0.94,0.2,0.87,0.82,0.92,0.72,0.82,0.85,2.65,3.6,0.152,57,0.719,396,99,0.25,0.667,,0.491,,0.525,40.587404,-73.940251
J.H.S._78_ROY_H._MANN,22K78,22,11234,0.546,,0.89,0.83,0.1,0.11,0.93,0.22,0.82,0.81,0.77,0.78,0.74,0.86,2.31,2.27,0.26,16,,545,9,0.17,,,0.813,,0.778,40.620767,-73.912988
P.S._19,22K19,22,1121,0.738,55488.67,0.97,0.95,0.15,0.3,0.93,0.23,0.85,0.84,0.82,0.81,0.83,0.88,2.32,2.2,0.85,35,,39,19,0.49,,,0.629,,0.421,40.636004,-73.933149
P.S._119_AMERSFORT,22K119,22,1121,0.667,56218.99,0.99,0.83,0.13,0.1,0.96,0.1,0.98,0.96,0.95,0.93,0.86,0.99,2.43,2.5,0.53,13,,25,12,0.48,,,0.462,,0.5,40.626035,-73.938787
P.S._K134,22K134,22,11218,0.795,39695.31,0.64,0.22,0.13,0.36,0.96,0.1,0.94,0.96,0.97,0.87,0.84,0.97,2.81,3.24,0.238,59,0.322,261,96,0.368,0.46,,0.576,0.1,0.615,40.632284,-73.973274
P.S._139_ALEXINE_A._FENTY,22K139,22,11226,0.667,5545.8,0.91,0.7,0.39,0.9,0.95,0.16,0.79,0.77,0.82,0.65,0.83,0.82,2.39,2.67,0.14,46,,453,6,0.132,,,0.69,,0.667,40.641322,-73.965829
SCHOOL_OF_SCIENCE_&_TECHNOLOGY,22K152,22,1121,0.753,45469.71,0.97,0.9,0.26,0.3,0.94,0.22,0.89,0.87,0.88,0.72,0.85,0.87,2.34,2.36,0.5,21,,432,16,0.37,0.63,,0.524,0.188,0.688,40.632709,-73.95457
P.S._193_GIL_HODGES,22K193,22,1121,0.556,54582.78,0.82,0.61,0.14,0.18,0.95,0.15,0.85,0.81,0.89,0.61,0.83,0.81,2.69,2.8,0.149,59,0.169,47,51,0.125,0.314,,0.559,,0.588,40.621852,-73.950283
P.S._194_RAOUL_WALLENBERG,22K194,22,11229,0.842,31128.43,0.86,0.73,0.23,0.14,0.91,0.36,0.95,0.95,0.9,0.9,0.85,0.96,2.35,2.43,0.71,14,0.214,23,27,0.133,0.185,,0.714,0.111,0.74,40.597404,-73.934085
P.S._195_MANHATTAN_BEACH,22K195,22,11235,0.262,75529.15,0.8,0.05,0.02,0.92,0.94,0.14,0.94,0.94,0.95,0.86,0.87,0.95,3.6,3.44,0.285,63,0.381,223,123,0.552,0.545,,0.254,,0.211,40.580244,-73.943592
P.S._197_-_THE_KINGS_HIGHWAY_ACADEMY,22K197,22,1121,0.635,47497.36,0.41,0.29,0.17,0.59,0.94,0.17,0.95,0.93,0.96,0.87,0.83,0.96,2.65,2.93,0.126,31,0.613,259,52,0.21,0.596,,0.419,0.58,0.44,40.612571,-73.951555
P.S._198_BROOKLYN,22K198,22,1121,0.666,6517.36,0.99,0.94,0.07,0.1,0.93,0.24,0.94,0.93,0.91,0.87,0.9,0.97,2.46,2.45,0.96,21,,219,15,0.68,,,0.667,,0.733,40.636966,-73.937009
P.S._23_FLOYD_BENNETT_SCHOOL,22K23,22,11234,0.585,78.97,0.97,0.89,0.09,0.3,0.95,0.17,0.9,0.89,0.87,0.82,0.86,0.95,2.43,2.61,0.54,19,,362,23,0.64,0.43,,0.474,,0.522,40.621911,-73.925723
P.S._26_JOSEPH_F_LAMB,22K26,22,11229,0.497,57254.23,0.61,0.13,0.11,0.39,0.96,0.9,0.92,0.91,0.87,0.84,0.79,0.89,2.98,3.26,0.212,179,0.419,832,261,0.314,0.291,0.6,0.648,0.34,0.678,40.597135,-73.948515
P.S._27_ELIZABETH_G._LEARY,22K27,22,11234,0.315,73629.22,0.61,0.49,0.15,0.39,0.96,0.7,0.93,0.91,0.89,0.84,0.84,0.92,2.91,2.99,0.216,159,0.478,691,162,0.234,0.494,,0.365,,0.352,40.613779,-73.930304
P.S._217_COLONEL_DAVID_MARCUS_SCHOOL,22K217,22,1123,0.711,585.45,0.81,0.3,0.19,0.19,0.94,0.15,0.92,0.86,0.92,0.76,0.83,0.86,2.72,2.89,0.184,1,0.31,556,126,0.227,0.31,,0.41,,0.484,40.633626,-73.966273
P.S._222_KATHERINE_R._SNYDER,22K222,22,11234,0.393,74211.29,0.55,0.34,0.19,0.45,0.95,0.11,0.98,0.94,0.98,0.86,0.88,0.97,3.3,3.32,0.159,61,0.59,386,132,0.342,0.5,,0.426,,0.492,40.613814,-73.938999
J.H.S._234_ARTHUR_W._CUNNINGHAM,22K234,22,11229,0.463,,0.55,0.28,0.11,0.45,0.96,0.1,0.88,0.89,0.85,0.85,0.73,0.91,3.9,3.32,0.254,474,0.47,1912,778,0.47,0.474,,0.56,0.23,0.528,40.604437,-73.955171
P.S._236_MILL_BASIN,22K236,22,11234,0.35,62626.93,0.49,0.35,0.12,0.51,0.95,0.1,0.94,0.95,0.96,0.86,0.86,0.98,3.12,3.38,0.285,75,0.573,264,15,0.398,0.543,,0.293,,0.324,40.615756,-73.912375
ANDRIES_HUDDE,22K24,22,1121,0.61,,0.93,0.74,0.12,0.7,0.95,0.15,0.88,0.87,0.8,0.81,0.77,0.91,2.51,2.48,0.6,48,0.42,88,93,0.115,0.43,,0.771,0.22,0.828,40.623798,-73.946824
P.S._245,22K245,22,11226,0.75,4174.33,0.98,0.93,0.43,0.2,0.95,0.13,0.94,0.97,0.95,0.89,0.9,0.93,2.75,2.93,0.9,12,,135,22,0.163,,,0.83,,0.136,40.644838,-73.962837
P.S._251_PAERDEGAT,22K251,22,11234,0.646,5557.18,0.95,0.9,0.13,0.5,0.93,0.24,0.84,0.77,0.87,0.71,0.83,0.85,2.27,2.35,0.3,7,,232,9,0.39,,,0.571,,0.556,40.631331,-73.92384
P.S._254_DAG_HAMMARSKJOLD,22K254,22,11235,0.474,5946.78,0.44,0.11,0.09,0.56,0.95,0.12,0.93,0.9,0.96,0.82,0.81,0.91,3.2,3.43,0.293,12,0.5,354,155,0.438,0.555,,0.569,0.19,0.529,40.590901,-73.95149
P.S._255_BARBARA_REING_SCHOOL,22K255,22,11229,0.623,46872.4,0.38,0.14,0.11,0.62,0.96,0.9,0.9,0.92,0.96,0.81,0.83,0.91,2.76,3.21,0.183,78,0.654,451,131,0.29,0.664,,0.654,0.69,0.679,40.604467,-73.956004
P.S._269_NOSTRAND,22K269,22,1121,0.741,46197.25,0.98,0.95,0.11,0.2,0.94,0.18,0.94,0.73,0.82,0.63,0.8,0.72,2.9,2.6,0.25,8,,34,1,0.29,,,0.75,,0.9,40.637617,-73.947663
P.S._277_GERRITSEN_BEACH,22K277,22,11229,0.286,6292.53,0.24,0.14,0.11,0.76,0.95,0.9,0.99,0.97,0.97,0.91,0.87,0.97,2.97,3.12,0.319,66,0.773,27,66,0.319,0.773,,0.379,,0.394,40.595878,-73.927963
J.H.S._278_MARINE_PARK,22K278,22,11229,0.494,,0.73,0.63,0.16,0.27,0.94,0.17,0.91,0.91,0.8,0.88,0.94,0.91,2.78,2.68,0.154,136,0.279,779,74,0.95,0.365,,0.632,,0.554,40.60667,-73.938716
P.S._312_BERGEN_BEACH,22K312,22,11234,0.345,72343.36,0.56,0.51,0.11,0.44,0.95,0.13,0.94,0.93,0.96,0.83,0.86,0.93,2.87,3.3,0.25,8,0.525,393,91,0.232,0.593,,0.375,,0.396,40.622032,-73.909073
P.S._K315,22K315,22,1121,0.751,4737.27,0.97,0.87,0.25,0.3,0.94,0.2,0.88,0.84,0.86,0.72,0.81,0.93,2.42,2.41,0.79,27,,332,22,0.66,0.91,,0.815,,0.864,40.632619,-73.954263
I._S._381,22K381,22,1121,0.616,,0.86,0.79,0.18,0.14,0.95,0.13,0.82,0.92,0.8,0.87,0.77,0.89,2.54,2.31,0.74,21,0.143,293,9,0.31,0.111,,0.714,,0.889,40.612571,-73.951555
P.S._41_FRANCIS_WHITE,23K41,23,11212,0.9,29567.13,0.99,0.95,0.32,0.1,0.89,0.42,0.87,0.88,0.79,0.81,0.77,0.87,2.14,2.13,0.16,5,,313,3,0.1,,,0.2,,0.333,40.660182,-73.906873
